"additionalInfo/Accessibility/0/Wheelchair accessible entrance","additionalInfo/Accessibility/0/Wheelchair accessible parking lot","additionalInfo/Accessibility/0/Wheelchair accessible restroom","additionalInfo/Accessibility/0/Wheelchair accessible seating","additionalInfo/Accessibility/0/Wheelchair-accessible car park","additionalInfo/Accessibility/0/Wheelchair-accessible entrance","additionalInfo/Accessibility/1/Wheelchair accessible parking lot","additionalInfo/Accessibility/1/Wheelchair accessible seating","additionalInfo/Accessibility/1/Wheelchair-accessible entrance","additionalInfo/Amenities/0/Gender-neutral restroom","additionalInfo/Amenities/0/Restroom","additionalInfo/Amenities/1/Restroom","additionalInfo/Atmosphere/0/Casual","additionalInfo/Atmosphere/1/Cozy","additionalInfo/Atmosphere/2/Quiet","additionalInfo/Atmosphere/2/Trendy","additionalInfo/Children/0/Good for kids","additionalInfo/Children/1/Kids' menu","additionalInfo/Crowd/0/College students","additionalInfo/Crowd/0/Groups","additionalInfo/Crowd/1/Family-friendly","additionalInfo/Crowd/2/Groups","additionalInfo/Crowd/3/Tourists","additionalInfo/Dining options/0/Breakfast","additionalInfo/Dining options/1/Brunch","additionalInfo/Dining options/2/Lunch","additionalInfo/Dining options/3/Dinner","additionalInfo/Dining options/4/Dessert","additionalInfo/Dining options/5/Seating","additionalInfo/Highlights/0/Great coffee","additionalInfo/Highlights/0/Great produce","additionalInfo/Highlights/1/Great dessert","additionalInfo/Highlights/1/Great tea selection","additionalInfo/Highlights/2/Great tea selection","additionalInfo/Offerings/0/Bakery","additionalInfo/Offerings/0/Coffee","additionalInfo/Offerings/0/Food","additionalInfo/Offerings/0/LPG","additionalInfo/Offerings/0/Organic products","additionalInfo/Offerings/1/Food","additionalInfo/Offerings/1/Happy hour drinks","additionalInfo/Offerings/1/Pharmacy","additionalInfo/Offerings/1/Prepared foods","additionalInfo/Offerings/1/Quick bite","additionalInfo/Offerings/2/Happy hour food","additionalInfo/Offerings/3/Prepared foods","additionalInfo/Offerings/4/Quick bite","additionalInfo/Parking/0/Free parking lot","additionalInfo/Parking/1","additionalInfo/Payments/0/Cash-only","additionalInfo/Payments/0/Credit cards","additionalInfo/Payments/0/Debit cards","additionalInfo/Payments/1/Credit cards","additionalInfo/Payments/1/Debit cards","additionalInfo/Payments/2/Credit cards","additionalInfo/Payments/2/NFC mobile payments","additionalInfo/Payments/3/Credit cards","additionalInfo/Planning/0/Quick visit","additionalInfo/Popular for/0/Good for working on laptop","additionalInfo/Service options/0/Delivery","additionalInfo/Service options/0/In-store pick-up","additionalInfo/Service options/0/In-store pickup","additionalInfo/Service options/0/In-store shopping","additionalInfo/Service options/0/No-contact delivery","additionalInfo/Service options/0/Outdoor seating","additionalInfo/Service options/0/Takeout","additionalInfo/Service options/1/Delivery","additionalInfo/Service options/1/Dine-in","additionalInfo/Service options/1/In-store pick-up","additionalInfo/Service options/1/In-store pickup","additionalInfo/Service options/1/Same-day delivery","additionalInfo/Service options/1/Takeout","additionalInfo/Service options/2/In-store pick-up","additionalInfo/Service options/2/In-store pickup","additionalInfo/Service options/2/In-store shopping","additionalInfo/Service options/2/Same-day delivery","additionalInfo/Service options/2/Takeout","additionalInfo/Service options/3/Dine-in","additionalInfo/Service options/3/In-store shopping","additionalInfo/Service options/3/Onsite services","additionalInfo/Service options/3/Same-day delivery","additionalInfo/Service options/4/Same-day delivery","address","categories/0","categories/1","categories/2","categoryName","cid","city","claimThisBusiness","countryCode","fid","googleFoodUrl","imageUrl","imagesCount","isAdvertisement","kgmid","language","location/lat","location/lng","neighborhood","openingHours/0/day","openingHours/0/hours","openingHours/1/day","openingHours/1/hours","openingHours/2/day","openingHours/2/hours","openingHours/3/day","openingHours/3/hours","openingHours/4/day","openingHours/4/hours","openingHours/5/day","openingHours/5/hours","openingHours/6/day","openingHours/6/hours","permanentlyClosed","phone","phoneUnformatted","placeId","postalCode","price","rank","reviewsCount","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","scrapedAt","searchPageUrl","searchString","state","street","subTitle","temporarilyClosed","title","totalScore","url","website"
"false",,,,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,"true",,,"true","true",,,"true",,,,,,"true",,,"true",,,,,,,"true",,,,,,,,,"Jl. Puncak Sekuning No.42, Lorok Pakjo, Kec. Ilir Bar. I, Kota Palembang, Sumatera Selatan 30137, Indonesia","Convenience store",,,"Convenience store","4518778368373179028","Palembang City","true","ID","0x2e3b75efac7c3f4f:0x3eb5ecfc099a4294",,"https://lh3.googleusercontent.com/gps-cs-s/AB5caB-TD5idetE10A6Qz3J7wC_Jf-WCydc1YwNMohMX2xH-i4fXk5L8rnlNdnDUpDJrdDvta_zMUGgzhK6pmCiMRMDUEuoIQD4OghOH1MBtyLo08g5PkNhnv11vDI85vdGcsWanSoGf=w408-h725-k-no","10","false","/g/11b6c_fvhj","en","-2.9839647","104.7378068","Lorok Pakjo, Ilir Barat I","Monday","Open 24 hours","Tuesday","Open 24 hours","Wednesday","Open 24 hours","Thursday","Open 24 hours","Friday","Open 24 hours","Saturday","Open 24 hours","Sunday","Open 24 hours","false","+62 711 8846705","+627118846705","ChIJTz98rO91Oy4RlEKaCfzstT4","30137",,"14","13",,,,,,"2025-04-16T16:45:08.034Z","https://www.google.com/maps/search/Toko%20indomaret/@-3.0370060480088945,104.68560529947857,15z?hl=en","Toko indomaret","South Sumatra","Jl. Puncak Sekuning No.42",,"false","Indomaret Lorok Pakjo","3.4","https://www.google.com/maps/search/?api=1&query=Indomaret%20Lorok%20Pakjo&query_place_id=ChIJTz98rO91Oy4RlEKaCfzstT4","http://www.indomaret.co.id/"
"false",,,,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,"true",,,,,,,"true",,,,,,"true",,,"true",,,,,,,"true",,,,,,,"true",,"Jl. Merdeka, Talang Semut, Kec. Bukit Kecil, Kota Palembang, Sumatera Selatan 30126, Indonesia","Convenience store",,,"Convenience store","12150899586656396750","Palembang City","false","ID","0x2e3b7600d1ea1bd1:0xa8a0aacbbc1865ce",,"https://lh3.googleusercontent.com/gps-cs-s/AB5caB92ujS8V0Aey5CkDOSjCI6YkfZu2-1bV-GGF6ip01cdOnh07jkgijyVDUf5_nO3lXaUzXgoMZ-YkD3X4sLPajSDzQs2_mpChaj7RxgO8N-Q0HF9bXeUWLOppUe-OcL_laRQvJpxlQ=w408-h306-k-no","21","false","/g/11b6dzhv53","en","-2.9915211","104.7555452","Talang Semut, Bukit Kecil","Monday","Open 24 hours","Tuesday","Open 24 hours","Wednesday","Open 24 hours","Thursday","Open 24 hours","Friday","Open 24 hours","Saturday","Open 24 hours","Sunday","Open 24 hours","false","+62 816-500-580","+62816500580","ChIJ0Rvq0QB2Oy4RzmUYvMuqoKg","30126",,"18","18",,,,,,"2025-04-16T16:45:08.035Z","https://www.google.com/maps/search/Toko%20indomaret/@-3.0370060480088945,104.68560529947857,15z?hl=en","Toko indomaret","South Sumatra","Jl. Merdeka",,"false","Indomaret Merdeka","4.1","https://www.google.com/maps/search/?api=1&query=Indomaret%20Merdeka&query_place_id=ChIJ0Rvq0QB2Oy4RzmUYvMuqoKg","http://indomaret.co.id/"
"false",,,,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,"true",,,"true","true",,,"true",,,,,,"true",,,"true",,,,,,,"true",,,,,,,"true",,"JL. Puncak Sekuning No. 22-23, RT 23 / RW 07, Lorok Pakjo, Ilir Barat I, Lorok Pakjo, Kec. Ilir Bar. I, Kota Palembang, Sumatera Selatan 30126, Indonesia","Convenience store",,,"Convenience store","11115585138714856515","Palembang City","true","ID","0x2e3b75e9d197c8a5:0x9a427dca6fb5cc43",,"https://lh3.googleusercontent.com/gps-cs-s/AB5caB_Gq0e9kEkD7nV2T4Xy34DSWAWAHOgnOSS6KfSSVSrflKhyCSiKubc7O_I0OMn6sBVq54exvfcJRNr0vSMKmD8vDIvc7P7tqYPPTaIe-hJg8QSoXoC92EWgVoolPjsUSH7tTmC-=w408-h306-k-no","43","false","/g/1pzy3zhy7","en","-2.9771801","104.737374","Lorok Pakjo, Ilir Barat I","Monday","Open 24 hours","Tuesday","Open 24 hours","Wednesday","Open 24 hours","Thursday","Open 24 hours","Friday","Open 24 hours","Saturday","Open 24 hours","Sunday","Open 24 hours","false",,,"ChIJpciX0el1Oy4RQ8y1b8p9Qpo","30126",,"19","27",,,,,,"2025-04-16T16:45:08.035Z","https://www.google.com/maps/search/Toko%20indomaret/@-3.0370060480088945,104.68560529947857,15z?hl=en","Toko indomaret","South Sumatra","JL. Puncak Sekuning No. 22-23, RT 23 / RW 07, Lorok Pakjo, Ilir Barat I","Indomaret Puncak Sekuning","false","Indomaret plus Puncak Sekuning","3.7","https://www.google.com/maps/search/?api=1&query=Indomaret%20plus%20Puncak%20Sekuning&query_place_id=ChIJpciX0el1Oy4RQ8y1b8p9Qpo","http://indomaret.co.id/"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,"true","true",,,"true",,,,,,"true",,,"true",,,,,,,"true",,,,,,,,,"Jl. Kapten A. Rivai No.263, 26 Ilir D. I, Kec. Ilir Bar. I, Kota Palembang, Sumatera Selatan 30137, Indonesia","Convenience store",,,"Convenience store","11407820736223453526","Palembang City","true","ID","0x2e3b754dead99a13:0x9e50b884b3ef2156",,"https://lh3.googleusercontent.com/gps-cs-s/AB5caB9wlkXC4BTftXPpOy78faGBBRK6V3bEReo2KvPyPkcQ23cdIvOxE_Gu6T6UP77or-uYHZ82c1dlCX8ZEZFekFIHOd4GYmraXd-97WbI-40vztFuwicbC9QH3kNbXAeW-j7Y2lh5=w408-h544-k-no","10","false","/g/11fqy6cq9h","en","-2.9853669","104.744103","26 Ilir D. I, Ilir Barat I","Monday","Open 24 hours","Tuesday","Open 24 hours","Wednesday","Open 24 hours","Thursday","Open 24 hours","Friday","Open 24 hours","Saturday","Open 24 hours","Sunday","Open 24 hours","false",,,"ChIJE5rZ6k11Oy4RViHvs4S4UJ4","30137","$$","20","7",,,,,,"2025-04-16T16:45:08.038Z","https://www.google.com/maps/search/Toko%20indomaret/@-3.0370060480088945,104.68560529947857,15z?hl=en","Toko indomaret","South Sumatra","Jl. Kapten A. Rivai No.263",,"false","Indomaret 26 Ilir D. I","4.3","https://www.google.com/maps/search/?api=1&query=Indomaret%2026%20Ilir%20D.%20I&query_place_id=ChIJE5rZ6k11Oy4RViHvs4S4UJ4","https://indomaret.co.id/"
,,,,"false",,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,"2P97+756, Bukit Baru, Ilir Barat I, Palembang City, South Sumatra 30138, Indonesia","Grocery store",,,"Grocery store","8299473523844214310","Palembang City","true","ID","0x2e3b75b6a0ba06a7:0x732da7328b7e6e26",,"https://lh3.googleusercontent.com/p/AF1QipMyTuM3f6SsH02jail6rMfTVKNyYM9t6uBoDsYI=w408-h544-k-no","11","false","/g/11frtbz480","en","-2.9818251","104.712899","Bukit Baru, Ilir Barat I",,,,,,,,,,,,,,,"false",,,"ChIJpwa6oLZ1Oy4RJm5-izKnLXM","30138",,"6","32",,,,,,"2025-04-16T16:45:13.052Z","https://www.google.com/maps/search/Indomaret/@-3.0026780160029647,104.68560529947857,15z?hl=en","Indomaret","South Sumatra","2P97+756",,"false","Indomart Tj. Barangan","4.5","https://www.google.com/maps/search/?api=1&query=Indomart%20Tj.%20Barangan&query_place_id=ChIJpwa6oLZ1Oy4RJm5-izKnLXM",
,,,,"false",,,,"false",,,,,,,,,,,,,,,,,,,,,,"true",,,,,,"true",,,,,,,,,,,,,,"true",,,,,,,"true",,,,,,"true",,,"true",,,,,,"true",,,,,,,,"true",,"No.35, Jl. Demang Lebar Daun No.01, Demang Lebar Daun, Kec. Ilir Bar. I, Kota Palembang, Sumatera Selatan 30137, Indonesia","Grocery store",,,"Grocery store","8556918757906633460","Palembang City","true","ID","0x2e3b7593f170e1e3:0x76c0484618e6d2f4",,"https://lh3.googleusercontent.com/p/AF1QipNwRI0W0583mNxFXSJzckdFAhunHmLGiD1y6cNw=w426-h240-k-no","162","false","/g/11g6xq8q79","en","-2.982075","104.7238999","Demang Lebar Daun, Ilir Barat I","Monday","Open 24 hours","Tuesday","Open 24 hours","Wednesday","Open 24 hours","Thursday","Open 24 hours","Friday","Open 24 hours","Saturday","Open 24 hours","Sunday","Open 24 hours","false",,,"ChIJ4-Fw8ZN1Oy4R9NLmGEZIwHY","30137",,"8","750",,,,,,"2025-04-16T16:45:13.053Z","https://www.google.com/maps/search/Indomaret/@-3.0026780160029647,104.68560529947857,15z?hl=en","Indomaret","South Sumatra","No.35, Jl. Demang Lebar Daun No.01",,"false","Indomaret Demang 35","4.5","https://www.google.com/maps/search/?api=1&query=Indomaret%20Demang%2035&query_place_id=ChIJ4-Fw8ZN1Oy4R9NLmGEZIwHY",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,"2P94+68C, Jl. Tj. Barangan, Bukit Baru, Kec. Ilir Bar. I, Kota Palembang, Sumatera Selatan 30138, Indonesia","Convenience store",,,"Convenience store","9028174672923067613","Palembang City","true","ID","0x2e3b7500286deb23:0x7d4a85081dc204dd",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=mBs2YFnweQJYzrY7BIOf7g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=190.26137&pitch=0&thumbfov=100","1","false","/g/11vtbnb2xj","en","-2.9819658","104.7057727","Bukit Baru, Ilir Barat I","Monday","6 AM to 11 PM","Tuesday","6 AM to 11 PM","Wednesday","6 AM to 11 PM","Thursday","6 AM to 11 PM","Friday","6 AM to 11 PM","Saturday","6 AM to 11 PM","Sunday","6 AM to 11 PM","false",,,"ChIJI-ttKAB1Oy4R3QTCHQiFSn0","30138",,"13","0",,,,,,"2025-04-16T16:45:13.053Z","https://www.google.com/maps/search/Indomaret/@-3.0026780160029647,104.68560529947857,15z?hl=en","Indomaret","South Sumatra","2P94+68C, Jl. Tj. Barangan",,"false","Indomaret Khalifa Residence 3-5",,"https://www.google.com/maps/search/?api=1&query=Indomaret%20Khalifa%20Residence%203-5&query_place_id=ChIJI-ttKAB1Oy4R3QTCHQiFSn0",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,"mutiara home base, Indomaret, Jl. Tj. Barangan, Bukit Baru, Kec. Ilir Bar. I, Kota Palembang, Sumatera Selatan, Indonesia","Convenience store",,,"Convenience store","9736097666828554230","Palembang City","true","ID","0x2e3b75002c2a9c59:0x871d913e71d34ff6",,"https://lh3.googleusercontent.com/p/AF1QipPkA1xY4nWcykGEa6hRp_k6qx9tsz49mUl_Zfcm=w408-h725-k-no","7","false","/g/11w427m_z4","en","-2.9718828","104.6886359","Bukit Baru, Ilir Barat I",,,,,,,,,,,,,,,"false",,,"ChIJWZwqLAB1Oy4R9k_TcT6RHYc",,,"14","2",,,,,,"2025-04-16T16:45:13.053Z","https://www.google.com/maps/search/Indomaret/@-3.0026780160029647,104.68560529947857,15z?hl=en","Indomaret","South Sumatra","mutiara home base, Indomaret, Jl. Tj. Barangan",,"false","INDOMARET TANJUNG BARANGAN MUTIARA HOMES","4.5","https://www.google.com/maps/search/?api=1&query=INDOMARET%20TANJUNG%20BARANGAN%20MUTIARA%20HOMES&query_place_id=ChIJWZwqLAB1Oy4R9k_TcT6RHYc",
,,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,"2PC2+M54, Jl. Tj. Barangan, Bukit Baru, Kec. Ilir Bar. I, Kota Palembang, Sumatera Selatan, Indonesia","Convenience store",,,"Convenience store","4547337646298086835","Palembang City","true","ID","0x2e3b75b5b7cc62a5:0x3f1b637f195bbdb3",,"https://lh3.googleusercontent.com/p/AF1QipPZx_aSgWaisp897_Wdm6lMRFPc_krxXzMX2KwD=w426-h240-k-no","3","false","/g/11l6_x3nq_","en","-2.9783074","104.7004005","Bukit Baru, Ilir Barat I","Monday","Closed","Tuesday","7 AM to 10 PM","Wednesday","7 AM to 10 PM","Thursday","7 AM to 10 PM","Friday","7 AM to 10 PM","Saturday","Closed","Sunday","7 AM to 10 PM","false",,,"ChIJpWLMt7V1Oy4Rs71bGX9jGz8",,,"15","6",,,,,,"2025-04-16T16:45:13.053Z","https://www.google.com/maps/search/Indomaret/@-3.0026780160029647,104.68560529947857,15z?hl=en","Indomaret","South Sumatra","2PC2+M54, Jl. Tj. Barangan",,"false","Indomaret tanjung barangan 12","4.5","https://www.google.com/maps/search/?api=1&query=Indomaret%20tanjung%20barangan%2012&query_place_id=ChIJpWLMt7V1Oy4Rs71bGX9jGz8",
,,,,"false",,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,"true","true",,,"true",,,,,,"true",,,"true",,,,,,"true",,,,,,,,"true",,"JL Alamsyah Ratu Prawira Negara, RT 5 RW 6 No. 36 C-D, Bukit Lama, Kec. Ilir Bar. I, Kota Palembang, Sumatera Selatan 30138, Indonesia","Convenience store",,,"Convenience store","15579708869822904114","Palembang City","true","ID","0x2e3b7588fd9530a5:0xd8363eac19cbf732",,"https://lh3.googleusercontent.com/p/AF1QipOHBKB59u4bAVkUKJgdE3FBUxGc4shaZtT9SNLp=w408-h306-k-no","7","false","/g/11bc7n_314","en","-2.9933666","104.7200472","Bukit Lama, Ilir Barat I","Monday","7 AM to 10 PM","Tuesday","7 AM to 10 PM","Wednesday","7 AM to 10 PM","Thursday","7 AM to 10 PM","Friday","7 AM to 10 PM","Saturday","7 AM to 10 PM","Sunday","7 AM to 10 PM","false","+62 711 8857293","+627118857293","ChIJpTCV_Yh1Oy4RMvfLGaw-Ntg","30138",,"19","20",,,,,,"2025-04-16T16:45:13.053Z","https://www.google.com/maps/search/Indomaret/@-3.0026780160029647,104.68560529947857,15z?hl=en","Indomaret","South Sumatra","JL Alamsyah Ratu Prawira Negara, RT 5 RW 6 No. 36 C-D",,"false","Indomaret Alamsyah Ratu","3.3","https://www.google.com/maps/search/?api=1&query=Indomaret%20Alamsyah%20Ratu&query_place_id=ChIJpTCV_Yh1Oy4RMvfLGaw-Ntg","https://indomaret.co.id/"
"false",,,,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,"true",,,"true","true",,,"true",,,,,,"true",,,"true",,,,,,,"true",,,,,,"true",,"true","2PGG+2FR, Jalan, Demang Lebar Daun, Ilir Barat I, Palembang City, South Sumatra 30137, Indonesia","Convenience store","Grocery store",,"Convenience store","4479789944728206452","Palembang City","true","ID","0x2e3b75bfadc23967:0x3e2b693843e43c74",,"https://lh3.googleusercontent.com/p/AF1QipNZd566_uP0q_8JEqqHHeCWVgeLK2fpzmIIQXqd=w408-h306-k-no","37","false","/g/11b76f1wn0","en","-2.9748896","104.7261363","Demang Lebar Daun, Ilir Barat I","Monday","7 AM to 10:30 PM","Tuesday","7 AM to 10:30 PM","Wednesday","7 AM to 10:30 PM","Thursday","7 AM to 10:30 PM","Friday","7 AM to 10:30 PM","Saturday","7 AM to 10:30 PM","Sunday","7 AM to 10:30 PM","false","+62 711 5327110","+627115327110","ChIJZznCrb91Oy4RdDzkQzhpKz4","30137",,"16","198",,,,,,"2025-04-16T16:45:16.113Z","https://www.google.com/maps/search/Toko%20indomaret/@-3.0026780160029647,104.68560529947857,15z?hl=en","Toko indomaret","South Sumatra","2PGG+2FR, Jalan",,"false","Indomaret Demang Lebar Daun","4.5","https://www.google.com/maps/search/?api=1&query=Indomaret%20Demang%20Lebar%20Daun&query_place_id=ChIJZznCrb91Oy4RdDzkQzhpKz4","http://indomaret.co.id/"
"false",,,,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,"true",,,,,,,"true",,,,,,"true",,,"true",,,,,,,"true",,,,,,,"true",,"3PF6+Q3V, Jl. Soekarno Hatta, Karya Baru, Kec. Alang-Alang Lebar, Kota Palembang, Sumatera Selatan 30153, Indonesia","Grocery store",,,"Grocery store","16790193114628857320","Palembang City","true","ID","0x545101af060bbd9:0xe902bfadf3a99de8",,"https://lh3.googleusercontent.com/p/AF1QipNUGZfTJc7wV934hM8tOxZEEv_KT14_rExGb3e3=w426-h240-k-no","27","false","/g/11b7f2p44t","en","-2.9255038","104.7101703","Karya Baru, Alang-Alang Lebar","Monday","Open 24 hours","Tuesday","Open 24 hours","Wednesday","Open 24 hours","Thursday","Open 24 hours","Friday","Open 24 hours","Saturday","Open 24 hours","Sunday","Open 24 hours","false","+62 711 7280936","+627117280936","ChIJ2btg8BoQRQUR6J2p862_Auk","30153",,"20","165",,,,,,"2025-04-16T16:45:16.113Z","https://www.google.com/maps/search/Toko%20indomaret/@-3.0026780160029647,104.68560529947857,15z?hl=en","Toko indomaret","South Sumatra","3PF6+Q3V, Jl. Soekarno Hatta",,"false","Indomaret Soekarno Hatta","4.5","https://www.google.com/maps/search/?api=1&query=Indomaret%20Soekarno%20Hatta&query_place_id=ChIJ2btg8BoQRQUR6J2p862_Auk","http://www.indomaret.co.id/"
"false",,,,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,"true",,,"true","true",,,"true",,,,,,"true",,,"true",,,,,,,"true",,,,,,,"true",,"2PM9+H3M, Jl. Inspektur Marzuki, Siring Agung, Kec. Ilir Bar. I, Kota Palembang, Sumatera Selatan 30138, Indonesia","Convenience store","Grocery store",,"Convenience store","4450102644555630437","Palembang City","true","ID","0x2e3b753b2445ffdb:0x3dc1f0c70ec3c765",,"https://lh3.googleusercontent.com/gps-proxy/ALd4DhE4hW3bLAZudiqR6bV4tbTk-8tClQovmSSbaoa-VYQomSSSu22vNydOAk7Vp1_cmCYLDetsTkukx4WqZfS00Ly19J4rApnQx4qiodJyBr_-41jgDaBmthMytDbUyMewAY05AYJHqB1PnqVeeacbFx3AciKoCxqVrhZNDd6Dw9gcPmlVm-mNFuTe9PRlfM17KVze1T0=w408-h306-k-no","52","false","/g/11h2c1qynx","en","-2.9660341","104.7176589","Siring Agung, Ilir Barat I","Monday","7 AM to 10 PM","Tuesday","7 AM to 10 PM","Wednesday","7 AM to 10 PM","Thursday","7 AM to 10 PM","Friday","7 AM to 10 PM","Saturday","7 AM to 10 PM","Sunday","7 AM to 10 PM","false",,,"ChIJ2_9FJDt1Oy4RZcfDDsfwwT0","30138",,"19","235",,,,,,"2025-04-16T16:45:16.936Z","https://www.google.com/maps/search/indomaret/@-3.0026780160029647,104.68560529947857,15z?hl=en","indomaret","South Sumatra","2PM9+H3M, Jl. Inspektur Marzuki",,"false","INDOMARET","4.6","https://www.google.com/maps/search/?api=1&query=INDOMARET&query_place_id=ChIJ2_9FJDt1Oy4RZcfDDsfwwT0","https://indomaret.co.id/"
"false",,,,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,"true",,"true",,,,,,,,,,"true",,,,,,,,,,,,,"2QX5+24C, 20 Ilir D II, Kemuning, Palembang City, South Sumatra 30164, Indonesia","Convenience store",,,"Convenience store","9626800559617672716","Palembang City","true","ID","0x2e3b7681537291af:0x8599441a9f8b060c",,"https://lh3.googleusercontent.com/p/AF1QipN5tOw95xOlmFCwsughAjmS3YW90S8j1NZMU5_l=w408-h306-k-no","12","false","/g/11c6qq8g_0","en","-2.9524391","104.7577748","20 Ilir D II, Kemuning","Monday","Open 24 hours","Tuesday","Open 24 hours","Wednesday","Open 24 hours","Thursday","Open 24 hours","Friday","Open 24 hours","Saturday","Open 24 hours","Sunday","Open 24 hours","false","+62 1 500 580","+621500580","ChIJr5FyU4F2Oy4RDAaLnxpEmYU","30164",,"10","12",,,,,,"2025-04-16T16:45:18.821Z","https://www.google.com/maps/search/toko%20indomaret/@-3.0026780160029647,104.68560529947857,15z?hl=en","toko indomaret","South Sumatra","2QX5+24C",,"false","Indomaret R.Soekamto I","4.2","https://www.google.com/maps/search/?api=1&query=Indomaret%20R.Soekamto%20I&query_place_id=ChIJr5FyU4F2Oy4RDAaLnxpEmYU","http://indomaret.co.id/"
"false",,,,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,"true",,,"true","true",,,"true",,,,,,"true",,,"true",,,,,,,"true",,,,,,,"true",,"XQ82+PQH, Jl. Lintas Sumatra, Kemas Rindo, Kec. Kertapati, Kota Palembang, Sumatera Selatan 30258, Indonesia","Grocery store",,,"Grocery store","15685922210699763249","Palembang City","true","ID","0x2e3b9e7f8a7b5e21:0xd9af97249f2b5e31",,"https://lh3.googleusercontent.com/gps-proxy/ALd4DhGoidAZPlQx0ye-_j1_H5COqEyLtz4cVWCaB29PodlPODGbZTXjEUwKTVSGb5Yam7R3sUfl5PizAODl_R6PFJgwSuJmcmyQmum4aYjVVTugzWNsx1w-GVvjIZvCLw52asd1PjF31xP31bANLnwXQ6PnOeax2-hm_vVFyIcVgSsG0NwA0aFziL50-tF1ZR8oRDzheg=w408-h306-k-no","16","false","/g/11b7k0v83n","en","-3.0331782","104.7519853","Kemas Rindo, Kertapati","Monday","Closed","Tuesday","6:30 AM to 10 PM","Wednesday","6:30 AM to 10 PM","Thursday","6:30 AM to 10 PM","Friday","6:30 AM to 10 PM","Saturday","Closed","Sunday","6:30 AM to 10 PM","false",,,"ChIJIV57in-eOy4RMV4rnySXr9k","30258",,"17","273",,,,,,"2025-04-16T16:45:18.821Z","https://www.google.com/maps/search/toko%20indomaret/@-3.0026780160029647,104.68560529947857,15z?hl=en","toko indomaret","South Sumatra","XQ82+PQH, Jl. Lintas Sumatra","Indomaret KI Merogan","false","Indomaret Kl Merogan","4.3","https://www.google.com/maps/search/?api=1&query=Indomaret%20Kl%20Merogan&query_place_id=ChIJIV57in-eOy4RMV4rnySXr9k","http://indomaret.co.id/"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,"true",,,,,,,"true",,,,,,"true",,,"true",,,,,,,"true",,,,,,,"true",,"km 5, Saamping Indomaret Sosial, Jl. Sosial No.175, Suka Bangun, Kec. Sukarami, Kota Palembang, Sumatera Selatan 30151, Indonesia","Grocery store",,,"Grocery store","8275320118110070433","Palembang City","true","ID","0x2e3b75c41545208b:0x72d7d7cd8a9826a1",,"https://lh3.googleusercontent.com/gps-cs-s/AB5caB-d405pfJN4639Z2qDA6PqcdMCjEhJRikiG6hHMVrYxBgVFq0kq3YWM3CGEQq16qWwwofI3jsC1CtrcU_-Cmy1nvbvSnwVs-QzDNwiRA7zXrRkJs5L0lZX4JASHt0z0JpGVT42T=w408-h306-k-no","13","false","/g/11rp34ks6y","en","-2.9517507","104.7364763","Suka Bangun, Sukarami",,,,,,,,,,,,,,,"false",,,"ChIJiyBFFcR1Oy4RoSaYis3X13I","30151",,"5","43",,,,,,"2025-04-16T16:45:21.461Z","https://www.google.com/maps/search/indomaret/@-2.968349983997035,104.71998416649286,15z?hl=en","indomaret","South Sumatra","km 5, Saamping Indomaret Sosial, Jl. Sosial No.175",,"false","Indomaret Sosial 12","4.5","https://www.google.com/maps/search/?api=1&query=Indomaret%20Sosial%2012&query_place_id=ChIJiyBFFcR1Oy4RoSaYis3X13I",
