"additionalInfo/Aksesibilitas/0/Pintu masuk khusus pengguna kursi roda","additionalInfo/Aksesibilitas/0/Tempat parkir khusus pengguna kursi roda","additionalInfo/Aksesibilitas/1/Tempat parkir khusus pengguna kursi roda","additionalInfo/Anak-anak/0/Cocok untuk anak-anak","additionalInfo/Anak-anak/1/Menu anak","additionalInfo/Fasilitas/0/Toilet","additionalInfo/Fasilitas/1/Wi-Fi","additionalInfo/Fasilitas/2/Wi-Fi Gratis","additionalInfo/Keunggulan/0/Sayur mayur dan buah segar","additionalInfo/Opsi layanan/0/Ambil di toko","additionalInfo/Opsi layanan/0/Antar tanpa bertemu","additionalInfo/Opsi layanan/0/Pengiriman di hari yang sama","additionalInfo/Opsi layanan/0/Pesan antar","additionalInfo/Opsi layanan/1/Ambil di toko","additionalInfo/Opsi layanan/1/Belanja di toko","additionalInfo/Opsi layanan/1/Pengiriman di hari yang sama","additionalInfo/Opsi layanan/1/Pesan antar","additionalInfo/Opsi layanan/2/Ambil di toko","additionalInfo/Opsi layanan/2/Bawa pulang","additionalInfo/Opsi layanan/2/Belanja di toko","additionalInfo/Opsi layanan/2/Pengiriman di hari yang sama","additionalInfo/Opsi layanan/3/Layanan di tempat","additionalInfo/Opsi layanan/3/Makan di tempat","additionalInfo/Opsi layanan/3/Pengiriman di hari yang sama","additionalInfo/Opsi layanan/4/Pengiriman di hari yang sama","additionalInfo/Parkir/0/Gedung parkir gratis","additionalInfo/Parkir/0/Tempat parkir gratis","additionalInfo/Parkir/1/Parkir di jalan gratis","additionalInfo/Parkir/2/Tempat parkir di lokasi","additionalInfo/Parkir/3/Tempat parkir gratis","additionalInfo/Pembayaran/0/Kartu debit","additionalInfo/Pembayaran/0/Kartu kredit","additionalInfo/Pembayaran/1/Kartu kredit","additionalInfo/Pembayaran/2/Kartu kredit","additionalInfo/Pembayaran/2/Pembayaran seluler dengan NFC","additionalInfo/Pembayaran/3/Kartu kredit","additionalInfo/Penawaran/0/Cepat saji","additionalInfo/Penawaran/0/LPG","additionalInfo/Penawaran/0/Makanan","additionalInfo/Penawaran/0/Makanan siap saji","additionalInfo/Penawaran/1/Makanan halal","additionalInfo/Penawaran/1/Tempat jual produk roti","additionalInfo/Perencanaan/0/Belanja kilat","additionalInfo/Pilihan makan/0/Makan malam","additionalInfo/Populer untuk/0/Makan malam","additionalInfo/Populer untuk/1/Makan sendiri","additionalInfo/Suasana/0/Santai","additionalOpeningHours/Akses/0/day","additionalOpeningHours/Akses/0/hours","additionalOpeningHours/Akses/1/day","additionalOpeningHours/Akses/1/hours","additionalOpeningHours/Akses/2/day","additionalOpeningHours/Akses/2/hours","additionalOpeningHours/Akses/3/day","additionalOpeningHours/Akses/3/hours","additionalOpeningHours/Akses/4/day","additionalOpeningHours/Akses/4/hours","additionalOpeningHours/Akses/5/day","additionalOpeningHours/Akses/5/hours","additionalOpeningHours/Akses/6/day","additionalOpeningHours/Akses/6/hours","address","categories/0","categories/1","categories/2","categoryName","cid","city","claimThisBusiness","countryCode","fid","googleFoodUrl","imageUrl","imagesCount","isAdvertisement","kgmid","language","location/lat","location/lng","neighborhood","openingHours/0/day","openingHours/0/hours","openingHours/1/day","openingHours/1/hours","openingHours/2/day","openingHours/2/hours","openingHours/3/day","openingHours/3/hours","openingHours/4/day","openingHours/4/hours","openingHours/5/day","openingHours/5/hours","openingHours/6/day","openingHours/6/hours","permanentlyClosed","phone","phoneUnformatted","placeId","postalCode","price","rank","reviewsCount","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","scrapedAt","searchPageUrl","searchString","state","street","temporarilyClosed","title","totalScore","url","website"
"false",,"false",,,,,,,,,,"true","true",,,,,,,,,,,,,,,,,"true",,"true","true",,,,"true",,,,,"true",,,,,,,,,,,,,,,,,,,"Jl. Sosial, RT.08/RW.02, Ario Kemuning, Kec. Kemuning, Kota Palembang, Sumatera Selatan 30128, Indonesia","Minimarket","Toko Swalayan",,"Minimarket","10752112313309625750","Kota Palembang","false","ID","0x2e3b7431a1d0bb39:0x95372d2e8bec7d96",,"https://lh3.googleusercontent.com/p/AF1QipN5U91EC9MhZnB4FqaOC4iZHaGXCiPtBPxrRDlT=w408-h306-k-no","5","false","/g/11bc7n6fmg","id","-2.9511551","104.7379093","Ario Kemuning, Kecamatan Kemuning","Sabtu","07.00 to 22.00","Minggu","07.00 to 22.00","Senin","07.00 to 22.00","Selasa","07.00 to 22.00","Rabu","07.00 to 22.00","Kamis","07.00 to 22.00","Jumat","07.00 to 22.00","false","+62 1 500 959","+621500959","ChIJObvQoTF0Oy4Rln3siy4tN5U","30128",,"7","24",,,,,,"2025-04-19T04:04:26.149Z","https://www.google.com/maps/search/Alfamart/@-2.934021951991105,104.71998416649286,15z?hl=id","Alfamart","Sumatera Selatan","Jl. Sosial, RT.08/RW.02","false","Alfamart Sosial","4.1","https://www.google.com/maps/search/?api=1&query=Alfamart%20Sosial&query_place_id=ChIJObvQoTF0Oy4Rln3siy4tN5U",
"false",,"false",,,,,,,,"true",,,,,,"true","true",,,,,,"true",,,,,,,"true",,"true","true",,,,,,,,,"true",,,,,,,,,,,,,,,,,,,"Jl. Perindustrian I, RT.06/RW.03, Karya Baru, Kec. Alang-Alang Lebar, Kota Palembang, Sumatera Selatan 30152, Indonesia","Minimarket","Toko bahan makanan","Toko Swalayan","Minimarket","13435459830127240641","Kota Palembang","false","ID","0x545101afaa6d86f:0xba74578808c3a5c1",,"https://lh3.googleusercontent.com/gps-proxy/ALd4DhEWLPxhp2MYD8QS07UxsiZXVRvyw4ipIPdbVFNti3bpxQnmcl1CarJGdoMjk_v4ucuLEqflE8iZpWnIjtQz84FyXP21YWU21LIkU0m6FGT841VEdE0tB74X_9k0S6GoljgdJLgW249Xdbl82bqir1VP25_Oc5CWlHUqFpumNynbQ6xAD00uOolOTOiQw41A5dDvXA=w408-h306-k-no","16","false","/g/11b7gp3fg5","id","-2.9256287","104.7219718","Karya Baru, Kecamatan Alang-Alang Lebar","Sabtu","07.00 to 22.00","Minggu","07.00 to 22.00","Senin","07.00 to 22.00","Selasa","07.00 to 22.00","Rabu","07.00 to 22.00","Kamis","07.00 to 22.00","Jumat","07.00 to 22.00","false","+62 1 500 959","+621500959","ChIJb9im-hoQRQURwaXDCIhXdLo","30152",,"8","124",,,,,,"2025-04-19T04:04:26.149Z","https://www.google.com/maps/search/Alfamart/@-2.934021951991105,104.71998416649286,15z?hl=id","Alfamart","Sumatera Selatan","Jl. Perindustrian I, RT.06/RW.03","false","Alfamart","4.2","https://www.google.com/maps/search/?api=1&query=Alfamart&query_place_id=ChIJb9im-hoQRQURwaXDCIhXdLo",
"false",,"false",,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,"Jl. Perindustrian No. 1298 Rt, Kebun Bunga, Kec. Sukarami, Kota Palembang, Sumatera Selatan 30151, Indonesia","Minimarket","Toko Swalayan",,"Minimarket","12906654087370456151","Kota Palembang","false","ID","0x2e3b747a0a333467:0xb31da582948f3c57",,"https://lh3.googleusercontent.com/gps-proxy/ALd4DhFPLJLAajvInuSxynjGK8q6qd3K81l1PdRvWsCcdQEr9psPmOsMKt6nwC3FCai36t3D19z5a8J_zWEcKF_v5qodQUyUG_kmav-3iaxchoowuTAYrzA38VO5SaTXK7cvzREqkOSIisXdFH9RWHvhgd8TRZoM9pDP55TIFRXzrXcvkzfCT6gLL7FIlf6tam_ceXFI2w=w408-h306-k-no","12","false","/g/11b6c_frld","id","-2.9239485","104.7173247","Kebun Bunga, Kecamatan Sukarami","Sabtu","07.00 to 22.00","Minggu","07.00 to 22.00","Senin","07.00 to 22.00","Selasa","07.00 to 22.00","Rabu","07.00 to 22.00","Kamis","07.00 to 22.00","Jumat","07.00 to 22.00","false","+62 1 500 959","+621500959","ChIJZzQzCnp0Oy4RVzyPlIKlHbM","30151",,"9","21",,,,,,"2025-04-19T04:04:26.149Z","https://www.google.com/maps/search/Alfamart/@-2.934021951991105,104.71998416649286,15z?hl=id","Alfamart","Sumatera Selatan","Jl. Perindustrian No. 1298 Rt","false","Alfamart Perindustrian 2","3.6","https://www.google.com/maps/search/?api=1&query=Alfamart%20Perindustrian%202&query_place_id=ChIJZzQzCnp0Oy4RVzyPlIKlHbM",
"false",,"false",,,,,,,,"true",,,,,,"true","true",,,,,,"true",,,,,,,,"true",,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,"JL. RA. Abusamah Simpang Lima, Suka Bangun, Kec. Sukarami, Sumatera Selatan 30961, Indonesia","Minimarket",,,"Minimarket","8717958011484794474","Kota Palembang","false","ID","0x2e3b75484d1c2e7b:0x78fc689f29526e6a",,"https://lh3.googleusercontent.com/p/AF1QipO65JmE5evrwE7As08ukDGPQYCjZWceA-yUV-fs=w426-h240-k-no","51","false","/g/11fk592xwt","id","-2.9384292","104.7416937","Suka Bangun, Kecamatan Sukarami","Sabtu","07.00 to 22.00","Minggu","07.00 to 22.00","Senin","07.00 to 22.00","Selasa","07.00 to 22.00","Rabu","07.00 to 22.00","Kamis","07.00 to 22.00","Jumat","07.00 to 22.00","false",,,"ChIJey4cTUh1Oy4Ram5SKZ9o_Hg","30961",,"10","16",,,,,,"2025-04-19T04:04:26.149Z","https://www.google.com/maps/search/Alfamart/@-2.934021951991105,104.71998416649286,15z?hl=id","Alfamart","Sumatera Selatan","JL. RA. Abusamah Simpang Lima","false","ALFAMART RAYA ABUSAMAH and Foodcourt","3.2","https://www.google.com/maps/search/?api=1&query=ALFAMART%20RAYA%20ABUSAMAH%20and%20Foodcourt&query_place_id=ChIJey4cTUh1Oy4Ram5SKZ9o_Hg","https://alfamart.co.id/"
"false",,"false",,,,,,,,"true",,,,,,"true","true",,,,,,"true",,,,,,,"true",,"true","true",,,,,,,,,"true",,,,,,,,,,,,,,,,,,,"Jl. Kolonel Sulaiman Amin Rt, Karya Baru, Kec. Alang-Alang Lebar, Kota Palembang, Sumatera Selatan 30151, Indonesia","Minimarket","Toko bahan makanan","Toko Swalayan","Minimarket","1071348515728476355","Kota Palembang","false","ID","0x2e3b745eeb42d843:0xede31cc7ea348c3",,"https://lh3.googleusercontent.com/p/AF1QipPQI_oIOvLHDKn5_dB9hI6_ENB8PQyHY73IopI7=w408-h544-k-no","12","false","/g/11byhm21zk","id","-2.9414187","104.7095165","Karya Baru, Kecamatan Alang-Alang Lebar","Sabtu","07.00 to 22.00","Minggu","07.00 to 22.00","Senin","07.00 to 22.00","Selasa","07.00 to 22.00","Rabu","07.00 to 22.00","Kamis","07.00 to 22.00","Jumat","07.00 to 22.00","false","+62 1 500 959","+621500959","ChIJQ9hC6150Oy4Rw0ijfswx3g4","30151",,"11","48",,,,,,"2025-04-19T04:04:26.149Z","https://www.google.com/maps/search/Alfamart/@-2.934021951991105,104.71998416649286,15z?hl=id","Alfamart","Sumatera Selatan","Jl. Kolonel Sulaiman Amin Rt","false","Alfamart Sulaiman Amin","4.3","https://www.google.com/maps/search/?api=1&query=Alfamart%20Sulaiman%20Amin&query_place_id=ChIJQ9hC6150Oy4Rw0ijfswx3g4",
"false",,"false",,,,,,,,"true",,,,,,"true","true",,,,,,"true",,,,,,,"true",,"true","true",,,,"true",,,,,"true",,,,,,,,,,,,,,,,,,,"Jl. Kh. A. Dahlan Blok Cf/Ii M, Talang Klp., Kec. Alang-Alang Lebar, Kota Palembang, Sumatera Selatan 30159, Indonesia","Minimarket","Toko bahan makanan","Toko Swalayan","Minimarket","3283358586619495262","Kota Palembang","false","ID","0x2e3b74862042bb25:0x2d90d53d11af035e",,"https://lh3.googleusercontent.com/p/AF1QipPIj11LRB5mUl5d0sdBj4SsqIG757YO6PBMYByY=w408-h306-k-no","12","false","/g/11b7r68b08","id","-2.9284668","104.7006193","Talang Kelapa, Kecamatan Alang-Alang Lebar","Sabtu","07.00 to 22.00","Minggu","07.00 to 22.00","Senin","07.00 to 22.00","Selasa","07.00 to 22.00","Rabu","07.00 to 22.00","Kamis","07.00 to 22.00","Jumat","07.00 to 22.00","false","+62 1 500 959","+621500959","ChIJJbtCIIZ0Oy4RXgOvET3VkC0","30159",,"12","39",,,,,,"2025-04-19T04:04:26.149Z","https://www.google.com/maps/search/Alfamart/@-2.934021951991105,104.71998416649286,15z?hl=id","Alfamart","Sumatera Selatan","Jl. Kh. A. Dahlan Blok Cf/Ii M","false","Alfamart","3.7","https://www.google.com/maps/search/?api=1&query=Alfamart&query_place_id=ChIJJbtCIIZ0Oy4RXgOvET3VkC0",
"false",,"false",,,,,,,,"true",,,,,,"true","true",,,,,,,,,,,,,,"true",,,,,,"true",,,,,"true",,,,,,,,,,,,,,,,,,,"Jl. HBR Motik No.9-10 Blok. A1, RT.31/RW.09, Karya Baru, Kec. Alang-Alang Lebar, Kota Palembang, Sumatera Selatan 30152, Indonesia","Minimarket","Pasar","Toko Swalayan","Minimarket","14262334390837294065","Kota Palembang","false","ID","0x2e3b7545786e0825:0xc5edfd9039b1b3f1",,"https://lh3.googleusercontent.com/p/AF1QipM8jZ1YCrPslxrlA4D6DrnOaJLBj9Z76mHoJiJc=w408-h382-k-no","6","false","/g/11f6cffj2f","id","-2.9352196","104.7109864","Karya Baru, Kecamatan Alang-Alang Lebar","Sabtu","07.00 to 22.00","Minggu","07.00 to 22.00","Senin","07.00 to 22.00","Selasa","07.00 to 22.00","Rabu","07.00 to 22.00","Kamis","07.00 to 22.00","Jumat","07.00 to 22.00","false","+62 1 500 959","+621500959","ChIJJQhueEV1Oy4R8bOxOZD97cU","30152",,"14","15",,,,,,"2025-04-19T04:04:26.149Z","https://www.google.com/maps/search/Alfamart/@-2.934021951991105,104.71998416649286,15z?hl=id","Alfamart","Sumatera Selatan","Jl. HBR Motik No.9-10 Blok. A1, RT.31/RW.09","false","Alfamart HBR Motik 2","4.6","https://www.google.com/maps/search/?api=1&query=Alfamart%20HBR%20Motik%202&query_place_id=ChIJJQhueEV1Oy4R8bOxOZD97cU",
"false",,"false",,,,,,,,"true",,,,,,"true","true",,,,,,,,,,,,,"true",,"true","true",,,,"true",,,,,"true",,,,,,,,,,,,,,,,,,,"Jl. Kebun Bunga No. I A Rt. 55, Ds, Sukarami, Kec. Sukarami, Kota Palembang, Sumatera Selatan 30152, Indonesia","Minimarket","Toko Swalayan",,"Minimarket","2230597172893932368","Kota Palembang","false","ID","0x2e3b73c746244da1:0x1ef4ac4f7f555b50",,"https://lh3.googleusercontent.com/p/AF1QipPrPP1KtLE4TAbprhYI5vswYWH4dGS6Uc5HAgtd=w408-h725-k-no","8","false","/g/11j0bdzqd4","id","-2.9183306","104.71683","Sukarami, Kecamatan Sukarami","Sabtu","07.00 to 22.00","Minggu","07.00 to 22.00","Senin","07.00 to 22.00","Selasa","07.00 to 22.00","Rabu","07.00 to 22.00","Kamis","07.00 to 22.00","Jumat","07.00 to 22.00","false","+62 1 500 959","+621500959","ChIJoU0kRsdzOy4RUFtVf0-s9B4","30152",,"15","5",,,,,,"2025-04-19T04:04:26.149Z","https://www.google.com/maps/search/Alfamart/@-2.934021951991105,104.71998416649286,15z?hl=id","Alfamart","Sumatera Selatan","Jl. Kebun Bunga No. I A Rt. 55, Ds","false","Alfamart","4","https://www.google.com/maps/search/?api=1&query=Alfamart&query_place_id=ChIJoU0kRsdzOy4RUFtVf0-s9B4",
"false",,"false",,,,,,,,,,"true","true",,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,"Jl. Kolonel H. Barlian No.228, Sukarami, Kec. Sukarami, Kota Palembang, Sumatera Selatan 30151, Indonesia","Toko bahan makanan",,,"Toko bahan makanan","10271204202613775276","Kota Palembang","false","ID","0x2e3b7440c2a32e31:0x8e8aa5cd984b1bac",,"https://lh3.googleusercontent.com/p/AF1QipOcUNSpCLsNQdT87aot9g36xY9Vl8aB84Y_-W2d=w426-h240-k-no","11","false","/g/11c6qpk7s_","id","-2.9412971","104.7270443","Sukarami, Kecamatan Sukarami","Sabtu","07.30 to 20.30","Minggu","07.30 to 20.30","Senin","07.30 to 20.30","Selasa","07.30 to 20.30","Rabu","07.30 to 20.30","Kamis","07.30 to 20.30","Jumat","07.30 to 20.30","false",,,"ChIJMS6jwkB0Oy4RrBtLmM2lio4","30151",,"17","20",,,,,,"2025-04-19T04:04:26.149Z","https://www.google.com/maps/search/Alfamart/@-2.934021951991105,104.71998416649286,15z?hl=id","Alfamart","Sumatera Selatan","Jl. Kolonel H. Barlian No.228","false","Alfamart SPBU KM.7","3.7","https://www.google.com/maps/search/?api=1&query=Alfamart%20SPBU%20KM.7&query_place_id=ChIJMS6jwkB0Oy4RrBtLmM2lio4",
"false",,,,,,,,,,"true",,,,,,"true","true",,,,,,,,,,,,,,"true",,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,"JL. Kol Jl. Kolonel H. Barlian No.1496, RT.24, Sukarami, Kec. Sukarami, Kota Palembang, Sumatera Selatan 30153, Indonesia","Toko bahan makanan",,,"Toko bahan makanan","13452925330372333397","Kota Palembang","false","ID","0x2e3b75256f05f467:0xbab2644fb2b28f55",,"https://lh3.googleusercontent.com/p/AF1QipOxLxmEM-FoPH8QVSJLDy2s8-PrhelZg5IgtsGB=w426-h240-k-no","19","false","/g/11gsmx8jgz","id","-2.936373","104.7194994","Sukarami, Kecamatan Sukarami","Sabtu","06.30 to 22.30","Minggu","06.30 to 22.30","Senin","06.30 to 22.30","Selasa","06.30 to 22.30","Rabu","06.30 to 22.30","Kamis","06.30 to 22.30","Jumat","06.30 to 22.30","false","+62 812-9467-2715","+6281294672715","ChIJZ_QFbyV1Oy4RVY-ysk9ksro","30153",,"18","140",,,,,,"2025-04-19T04:04:26.149Z","https://www.google.com/maps/search/Alfamart/@-2.934021951991105,104.71998416649286,15z?hl=id","Alfamart","Sumatera Selatan","JL. Kol Jl. Kolonel H. Barlian No.1496, RT.24","false","Alfamart KM.8 (Kol.H.Burlian KM.8)","4.2","https://www.google.com/maps/search/?api=1&query=Alfamart%20KM.8%20(Kol.H.Burlian%20KM.8)&query_place_id=ChIJZ_QFbyV1Oy4RVY-ysk9ksro","https://alfamart.co.id/"
"false",,"false",,,,,,,,"true",,,,,,"true","true",,,,,,,,,,,,,"true",,"true","true",,,,,,,,,"true",,,,,,,,,,,,,,,,,,,"Jl. Perindustrian 2 No.14 Rt. 0 Ds, Sukarami, Kec. Sukarami, Kota Palembang, Sumatera Selatan 30152, Indonesia","Minimarket","Toko bahan makanan","Toko Swalayan","Minimarket","6558137067118482834","Kota Palembang","false","ID","0x5451004a57552ad:0x5b032eea81eb5592",,"https://lh3.googleusercontent.com/gps-proxy/ALd4DhFZXxNc7bSl2Ew78cECXjFoeorgFAtqsEfVuUhklW0FaMV_UhuHCA0NEs0g8x3sWaQck1ZJCFA_8ePrGU0c7iy_kCw-AMQhsDgoPZDFzMndC0NBHj_LQjSDSoSNstacJfl2k0m4BBEhAHWmMaMqifr61RcAS4MyD8SfdbuMYyehYUJb6b_2JiCzhLdgwLrBzO5v-Q=w408-h306-k-no","6","false","/g/11b7gr0fcc","id","-2.9280874","104.7164933","Sukarami, Kecamatan Sukarami","Sabtu","07.00 to 22.00","Minggu","07.00 to 22.00","Senin","07.00 to 22.00","Selasa","07.00 to 22.00","Rabu","07.00 to 22.00","Kamis","07.00 to 22.00","Jumat","07.00 to 22.00","false","+62 1 500 959","+621500959","ChIJrVJ1pQQQRQURklXrgeouA1s","30152",,"19","13",,,,,,"2025-04-19T04:04:26.149Z","https://www.google.com/maps/search/Alfamart/@-2.934021951991105,104.71998416649286,15z?hl=id","Alfamart","Sumatera Selatan","Jl. Perindustrian 2 No.14 Rt. 0 Ds","false","Alfamart","3.8","https://www.google.com/maps/search/?api=1&query=Alfamart&query_place_id=ChIJrVJ1pQQQRQURklXrgeouA1s",
,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,"3P9P+446, Jl. Letkol Adriansz, Sukajaya, Kec. Sukarami, Kota Palembang, Sumatera Selatan 30961, Indonesia","Minimarket",,,"Minimarket","10624440580249678550","Kota Palembang","true","ID","0x2e3b7564d5d8f357:0x9371986ac306f2d6",,"https://lh3.googleusercontent.com/p/AF1QipMbjIrsE1m8Xct1oPgbeIYjod-PREbotptQjxfp=w408-h306-k-no","9","false","/g/11krfhts3g","id","-2.9321993","104.7351863","Sukajaya, Kecamatan Sukarami","Sabtu","07.00 to 22.00","Minggu","07.00 to 22.00","Senin","07.00 to 22.00","Selasa","07.00 to 22.00","Rabu","07.00 to 22.00","Kamis","07.00 to 22.00","Jumat","07.00 to 22.00","false",,,"ChIJV_PY1WR1Oy4R1vIGw2qYcZM","30961",,"14","4",,,,,,"2025-04-19T04:04:26.761Z","https://www.google.com/maps/search/Toko%20Alfamart/@-2.934021951991105,104.71998416649286,15z?hl=id","Toko Alfamart","Sumatera Selatan","3P9P+446, Jl. Letkol Adriansz","false","Alfamart Letkol Adrian","4","https://www.google.com/maps/search/?api=1&query=Alfamart%20Letkol%20Adrian&query_place_id=ChIJV_PY1WR1Oy4R1vIGw2qYcZM",
,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,"3P5J+VVF, Jl. Sukabangun II, Suka Bangun, Kec. Sukarami, Kota Palembang, Sumatera Selatan 30961, Indonesia","Minimarket",,,"Minimarket","7109640501815800696","Kota Palembang","true","ID","0x2e3b7500177cda93:0x62aa845e2f75f378",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=C-Jc-jpORjWKx86WmpFUKw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=109.48411&pitch=0&thumbfov=100","1","false","/g/11w39ljlwv","id","-2.9403369","104.7321756","Suka Bangun, Kecamatan Sukarami",,,,,,,,,,,,,,,"false",,,"ChIJk9p8FwB1Oy4RePN1L16EqmI","30961",,"18","3",,,,,,"2025-04-19T04:04:26.762Z","https://www.google.com/maps/search/Toko%20Alfamart/@-2.934021951991105,104.71998416649286,15z?hl=id","Toko Alfamart","Sumatera Selatan","3P5J+VVF, Jl. Sukabangun II","false","Alfamart Suka bangun jaya","3.7","https://www.google.com/maps/search/?api=1&query=Alfamart%20Suka%20bangun%20jaya&query_place_id=ChIJk9p8FwB1Oy4RePN1L16EqmI",
"false",,"false",,,,,,,,"true",,,,,,"true","true",,,,,,"true",,,,,,,"true",,"true","true",,,,"true",,,,,"true",,,,,,,,,,,,,,,,,,,"Jl. R.A. Abusamah Rw No.Rt. 036, Suka Bangun, Kec. Sukarami, Kota Palembang, Sumatera Selatan 30151, Indonesia","Minimarket","Toko Swalayan",,"Minimarket","11137211619894245831","Kota Palembang","false","ID","0x2e3b75bd7953485f:0x9a8f52f5f82639c7",,"https://lh3.googleusercontent.com/gps-proxy/ALd4DhGBNWXgn8HkkCjZLQHgSolSYHIuOflDbWHiB-oMk68aOXDdrMTm1m_EP2yLliBCPGqfSFQhVGDeaiLfDVe_MwuxQpAhnk6ZDy1VOBYnuwpPg-X-Qoax7EczAWRFxqWy_v4igBAcNS_Q-Pa_l-kwLbkFV6p4gouZpzdc1kIJ05Yro-P4tv_0Zm7HSERtJH3uYO4ePfM=w408-h306-k-no","45","false","/g/11hnm_hrt5","id","-2.9429511","104.7450274","Suka Bangun, Kecamatan Sukarami","Sabtu","07.00 to 22.00","Minggu","07.00 to 22.00","Senin","07.00 to 22.00","Selasa","07.00 to 22.00","Rabu","07.00 to 22.00","Kamis","07.00 to 22.00","Jumat","07.00 to 22.00","false","+62 1 500 959","+621500959","ChIJX0hTeb11Oy4Rxzkm-PVSj5o","30151",,"23","48","25","7","11","4","1","2025-04-19T04:04:26.883Z","https://www.google.com/maps/search/Alfamart/@-2.934021951991105,104.71998416649286,15z?hl=id","Alfamart","Sumatera Selatan","Jl. R.A. Abusamah Rw No.Rt. 036","false","Alfamart","3.7","https://www.google.com/maps/search/?api=1&query=Alfamart&query_place_id=ChIJX0hTeb11Oy4Rxzkm-PVSj5o",
,"false",,,,,,,,,"true",,,,,,"true","true",,,,,,"true",,,,,,,,"true",,,,,,"true",,,,,"true",,,,,,,,,,,,,,,,,,,"3P5V+G9Q, Jl. Yayasan, Suka Bangun, Kec. Sukarami, Kota Palembang, Sumatera Selatan 30961, Indonesia","Minimarket",,,"Minimarket","9699549381241193394","Kota Palembang","true","ID","0x2e3b75ab7e659551:0x869bb8c5963dc3b2",,"https://lh3.googleusercontent.com/p/AF1QipP8MTT7qtxJ8WuMhCS-n45r2Yw3vgD5B_VfvMe1=w426-h240-k-no","19","false","/g/11hdjhs28q","id","-2.9411523","104.743485","Suka Bangun, Kecamatan Sukarami","Sabtu","07.05 to 22.00","Minggu","07.05 to 22.00","Senin","07.05 to 22.00","Selasa","07.05 to 22.00","Rabu","07.05 to 22.00","Kamis","07.05 to 22.00","Jumat","07.05 to 22.00","false",,,"ChIJUZVlfqt1Oy4RssM9lsW4m4Y","30961",,"29","261","182","48","10","17","4","2025-04-19T04:04:26.883Z","https://www.google.com/maps/search/Alfamart/@-2.934021951991105,104.71998416649286,15z?hl=id","Alfamart","Sumatera Selatan","3P5V+G9Q, Jl. Yayasan","false","Alfamart Abusamah2","4.5","https://www.google.com/maps/search/?api=1&query=Alfamart%20Abusamah2&query_place_id=ChIJUZVlfqt1Oy4RssM9lsW4m4Y","https://alfamart.co.id/"
"false",,"false",,,,,,,,"true",,,,,,"true","true",,,,,,"true",,,,,,,"true",,"true","true",,,,,,,,,"true",,,,,,,,,,,,,,,,,,,"Jl. Swadaya, RT.04/RW.01, Talang Aman, Kec. Kemuning, Kota Palembang, Sumatera Selatan 30127, Indonesia","Minimarket","Toko Swalayan",,"Minimarket","17590775317893446094","Kota Palembang","false","ID","0x2e3b742920a47791:0xf41efcf3a2bf79ce",,"https://lh3.googleusercontent.com/p/AF1QipPSj56WW6RO3OcekRUSYmjc9NEPpXyP6XKWiZVe=w426-h240-k-no","42","false","/g/11b77ft7h4","id","-2.9495565","104.7474594","Talang Aman, Kecamatan Kemuning","Sabtu","07.00 to 22.00","Minggu","07.00 to 22.00","Senin","07.00 to 22.00","Selasa","07.00 to 22.00","Rabu","07.00 to 22.00","Kamis","07.00 to 22.00","Jumat","07.00 to 22.00","false","+62 1 500 959","+621500959","ChIJkXekICl0Oy4Rznm_ovP8HvQ","30127",,"38","16","5","2","5","3","1","2025-04-19T04:04:26.883Z","https://www.google.com/maps/search/Alfamart/@-2.934021951991105,104.71998416649286,15z?hl=id","Alfamart","Sumatera Selatan","Jl. Swadaya, RT.04/RW.01","false","Alfamart Swadaya","3.1","https://www.google.com/maps/search/?api=1&query=Alfamart%20Swadaya&query_place_id=ChIJkXekICl0Oy4Rznm_ovP8HvQ",
